x,y
2.764921,3.664295
4.547401,5.074625
2.699730,4.165508
5.213174,3.080433
3.523971,3.415351
6.055403,2.973356
6.000367,3.123277
7.316618,3.574195
4.466111,1.117748
2.588697,4.105925
4.388250,3.955905
3.702461,3.308332
3.793882,3.976788
4.402178,6.330967
3.697309,5.212204
3.147685,2.835991
3.467108,5.423446
5.384908,3.739749
5.081107,1.907437
6.833794,5.618283
4.677975,3.553881
5.703128,3.271108
4.429160,2.794783
4.210588,2.819900
5.824204,3.041545
4.086878,2.593756
2.480179,5.874262
5.492318,4.833741
3.934578,5.719791
4.947228,5.712944
4.709364,3.466993
3.937492,3.650220
5.066900,5.773034
7.038994,3.668910
6.557982,-0.542487
4.023986,3.908557
6.060107,4.168641
4.645345,2.841743
3.529776,6.386930
6.412763,5.495655
4.745333,2.732286
5.561466,3.497058
4.537308,3.496705
3.779997,2.226867
4.365817,1.455857
5.626799,4.791816
3.575116,0.792845
5.319794,3.891638
4.760185,1.532348
1.852814,6.101329
4.404812,4.290588
4.623300,4.154300
2.812025,2.865426
2.696380,1.903260
3.665894,0.824166
4.037625,2.467656
2.950102,3.334731
4.712413,2.278529
7.747382,4.611301
6.411909,3.041415
6.069823,4.682352
3.201664,2.510675
9.102258,2.917163
5.459716,3.212087
5.976520,2.042112
3.221486,5.235501
5.027223,-0.182442
4.764546,3.261038
5.795427,4.015571
5.242719,3.665186
5.165127,1.805054
3.507075,2.255524
2.717685,4.716371
6.345800,4.454983
3.827576,2.728298
4.069612,5.203337
5.519366,6.142355
3.275058,3.195536
2.838404,1.408127
4.496535,3.030431
3.960199,1.231904
5.024579,3.108185
6.101723,4.359744
2.761812,4.127528
3.831122,5.832748
4.685042,2.778720
4.119613,1.282644
6.641109,6.713022
2.134729,3.156300
4.563817,2.642574
6.555729,5.405148
4.361409,6.640913
4.778580,3.171134
5.149130,2.414940
6.909124,4.458944
4.197005,3.255712
3.367766,3.927754
2.788967,3.538745
3.953616,4.384574
6.293277,4.714397
4.545568,2.469554
4.279931,3.509041
5.461302,2.681728
3.278505,3.794130
6.767628,6.342477
5.919224,2.048594
6.842314,2.265499
3.573566,4.175406
2.658936,4.736510
4.648980,4.132674
3.494281,4.803631
5.499110,2.988997
6.147346,-0.456439
5.272892,3.372683
3.536926,3.799804
5.479125,2.428546
4.550135,3.471860
5.318762,5.374152
4.033499,5.509367
2.773091,3.985155
2.150011,3.641655
5.812806,6.568444
4.803459,2.411517
6.269168,3.595726
4.876931,4.909516
6.368549,0.935796
4.806749,3.509396
3.125069,1.098140
4.629155,2.838391
3.642377,3.327937
4.202888,3.560383
7.094611,3.488796
7.549980,5.400138
6.180799,2.441233
4.289272,2.154403
5.353237,3.433398
5.391971,3.987776
4.981195,2.998626
3.269937,2.871462
5.804349,3.288166
4.639387,4.835706
5.460789,1.321778
4.608805,2.227048
4.648150,4.119396
5.493547,6.029667
3.978199,3.091574
5.590466,4.976969
3.182288,4.564065
5.727643,3.308455
4.307771,4.632962
5.370179,4.135044
3.631735,0.950535
4.588419,3.127341
5.416647,2.387220
5.681470,4.148403
3.619230,4.951533
4.215050,2.489286
5.105725,3.511921
3.371844,4.464199
4.715692,2.396670
2.098476,4.173616
4.877960,3.713064
6.794661,-0.201932
6.633235,5.579688
3.259310,5.056002
3.511484,1.970231
4.577331,6.275467
5.271925,3.608767
6.057942,2.600243
6.975696,5.889921
5.373240,2.351589
6.337447,3.976028
5.694921,5.238840
5.384076,2.180183
6.964906,3.952899
5.215660,4.456632
5.197024,4.655912
5.025612,3.267606
3.904150,2.767002
4.297173,5.018148
4.224085,3.367374
4.577831,4.334791
5.702896,6.495658
2.639829,3.192065
5.588958,1.006307
7.341435,3.359827
3.538427,4.990122
1.432413,3.852349
3.242176,3.511624
5.290511,4.722788
5.346416,6.663574
4.822390,3.021098
6.568602,3.436034
5.356746,-2.371922
5.409289,3.421838
4.077073,2.549471
6.084151,0.471487
9.453171,5.265171
5.284128,6.384551
5.141408,2.191537
6.270045,1.079934
5.629522,5.331141
5.531873,1.357182
5.037102,3.349358
3.616108,0.066022
2.951176,2.782889
6.417755,7.663722
6.014609,2.351601
4.097868,5.157270
5.650110,4.120365
5.086563,5.332928
8.083342,3.548393
4.967594,4.290619
4.036188,0.245048
5.470020,2.433621
6.704329,3.807631
6.975561,2.247651
6.426210,1.086543
6.135923,3.178121
6.135572,2.996819
5.753122,4.287941
5.304157,4.198008
7.250078,2.692042
6.834543,3.002812
6.539848,7.043570
3.531942,0.299941
4.975013,2.496455
3.939703,3.040094
3.928742,5.680495
6.417512,5.272644
8.197627,2.377833
0.984252,6.569313
5.105134,3.450465
2.025052,1.506446
5.767279,3.319276
1.500119,2.123269
6.303122,5.451997
5.050660,7.784985
6.269512,6.249387
6.729365,4.780847
2.720622,1.133450
3.617400,3.921525
4.731046,4.096046
4.699427,4.250632
6.210747,3.545914
4.297447,-0.397951
6.037749,2.373984
3.365710,4.835521
6.107088,4.553938
6.158935,1.892898
4.385628,2.708976
7.324193,4.829695
4.363512,4.796173
8.405648,-8.437379
8.543913,-6.985346
7.630364,-10.136957
8.375465,-8.657313
6.125565,-9.413558
7.469404,-8.220476
8.686124,-8.579939
8.518452,-8.821281
8.662081,-7.656615
8.697347,-6.105504
7.419338,-10.651114
7.726782,-7.047076
7.881000,-7.784051
5.259604,-9.512438
8.651667,-7.094545
6.717951,-7.710707
6.777081,-9.989891
7.950104,-7.935675
8.438175,-7.166156
10.359264,-6.838099
7.302318,-6.851690
5.642315,-8.110185
9.423809,-7.242480
9.085953,-5.396164
6.732478,-7.069058
7.703585,-6.589223
8.020021,-7.088101
10.163746,-7.314850
7.528868,-8.812739
6.802537,-6.704052
9.812065,-8.627694
5.129539,-9.211495
8.494574,-9.681397
4.905848,-8.927864
4.783308,-7.773060
7.241980,-8.170823
9.788576,-9.623127
4.621737,-8.303767
8.547036,-10.405538
7.290904,-8.782019
7.885321,-9.184466
11.838786,-8.654893
8.123377,-8.988351
3.878932,-6.189868
3.108392,-6.225996
5.861450,-10.299606
7.680242,-4.967369
8.322996,-8.548111
6.691992,-7.285139
7.288456,-7.190518
4.898376,-7.468560
8.320579,-10.301559
6.294639,-8.482288
7.113827,-7.826184
5.691573,-9.588070
11.014600,-9.524789
7.204431,-8.526837
7.425858,-6.450874
6.985333,-6.978829
6.560413,-7.101606
7.522474,-8.523366
7.710663,-7.435852
6.053397,-9.716899
10.899430,-7.501486
7.302269,-7.298090
7.753385,-11.638331
8.085586,-8.444035
8.367293,-9.423314
7.512914,-6.548035
7.617325,-8.904668
8.391172,-8.852473
9.445381,-8.522981
8.388648,-9.317414
5.971895,-7.182261
8.236582,-7.305066
8.948614,-10.465115
8.023269,-11.269951
8.622632,-9.889667
8.544551,-7.172292
7.034393,-8.295794
9.677066,-10.742070
8.809042,-8.083658
9.265809,-10.739060
7.848896,-6.604929
9.882338,-9.415105
7.424287,-5.499105
5.713871,-8.329845
8.109729,-7.998829
6.442222,-6.814518
9.176391,-5.537015
6.654140,-8.983764
9.488482,-5.538230
7.828630,-10.553263
7.519470,-6.814152
8.860744,-6.591804
10.730981,-8.908201
6.486933,-10.065285
7.659418,-6.732606
10.434364,-7.933067
7.865690,-8.460552
9.683173,-9.404233
7.686198,-8.377311
7.802850,-5.548897
6.505634,-4.578314
6.860636,-9.491956
6.852287,-7.288130
7.822469,-6.579392
6.608094,-10.771048
7.287190,-7.841563
5.638960,-8.420991
8.646963,-9.471210
6.607620,-9.903985
7.628412,-7.576734
11.964925,-6.513405
5.951032,-10.566420
7.678172,-5.903242
8.829298,-9.052207
9.346051,-6.195195
10.036202,-9.860845
8.499721,-10.182987
6.635397,-10.179129
7.450663,-10.415239
9.005978,-8.279709
6.546898,-7.533066
10.139711,-7.743145
6.968101,-8.687005
7.687412,-9.313525
5.275998,-8.828971
9.707673,-9.502084
4.948088,-8.394396
9.497802,-10.844866
8.128647,-7.644055
8.648876,-7.425581
8.755799,-10.637134
8.767679,-6.194953
7.511110,-7.704094
6.321967,-6.306754
6.916020,-5.786998
7.273678,-7.244575
7.043464,-5.444594
4.885390,-7.707246
4.724421,-10.068388
10.681582,-6.899192
4.827780,-8.270269
6.914088,-7.406529
10.619202,-7.280382
8.495570,-7.499162
6.204826,-7.209521
9.225235,-9.179758
6.879866,-6.086253
8.157276,-9.967200
7.207464,-8.947501
7.746821,-8.370294
7.469677,-5.750319
9.092013,-6.036738
5.301613,-8.094513
9.605757,-7.173105
6.824570,-9.395169
9.283620,-8.579995
8.816044,-8.026302
7.667133,-8.080504
6.599188,-5.709449
8.665861,-6.162217
7.049796,-9.072027
7.364726,-9.553610
8.860821,-7.192463
7.073890,-8.740720
8.408495,-9.390107
7.229599,-5.920492
6.723727,-9.036457
11.600687,-11.450781
6.067029,-5.565270
7.229269,-7.511478
11.023077,-9.336779
6.956332,-7.645044
7.729857,-9.048615
7.643606,-10.253415
8.542177,-7.009482
7.601414,-8.596942
8.666766,-9.068578
7.381395,-8.363724
10.051609,-8.335054
7.673000,-8.507445
7.267900,-9.708601
6.464921,-6.970697
6.989934,-8.122696
7.129187,-10.253094
7.146463,-6.165814
7.221719,-9.275783
7.201775,-8.763177
8.186355,-8.878697
7.697195,-8.997599
8.379843,-7.794335
8.161118,-7.311532
7.694717,-6.441803
8.542880,-6.029470
7.724024,-7.853035
6.820320,-8.237782
9.070633,-8.809469
10.081855,-8.222714
10.218356,-9.834428
7.428298,-9.005763
9.359539,-7.298069
7.728970,-8.944920
7.803335,-7.174344
9.097203,-8.350649
7.172974,-8.108122
8.037499,-7.882415
7.163349,-5.650515
6.900402,-5.992517
9.934087,-6.840553
10.654687,-7.427468
7.368562,-9.045831
6.836976,-7.005205
5.622688,-10.394757
10.142306,-6.741901
8.465088,-6.876199
9.005031,-8.541528
5.640636,-6.336588
8.512885,-10.325549
8.057036,-8.964306
7.670550,-8.753179
8.670404,-8.573846
6.111161,-7.251709
8.572292,-10.399893
8.457286,-6.929784
7.614844,-7.979705
6.697097,-10.886331
8.626337,-8.393052
8.487995,-8.613392
7.453057,-8.017781
7.748610,-6.961805
7.207757,-10.427819
8.059761,-10.216028
4.042629,-9.906393
7.185709,-9.455140
5.538588,-8.598191
9.668290,-7.017097
7.855945,-6.879543
7.183001,-9.584219
8.861281,-9.886590
8.344608,-8.299731
7.299470,-8.948313
9.549420,-10.645270
8.247087,-8.694077
6.731460,-8.202808
8.317296,-8.351140
8.211148,-6.138962
6.942246,-7.634299
5.235695,-7.575792
5.043181,-7.314180
7.130829,-8.015027
5.660365,-8.225189
9.079611,-7.331452
7.817716,-8.270932
9.561748,-7.157238
6.906448,-9.130968
6.823792,-8.314697
6.102589,-11.498781
7.516131,-7.881900
8.123229,-6.633738
5.904836,-9.030957
5.679952,-7.892479
7.686717,-8.982459
7.905754,-9.321555
6.310548,-5.890462
9.059109,-8.537469
5.531427,-8.582665
8.704968,-8.006397
9.357306,-6.420906
7.716769,-8.963350
7.102002,-8.881435
9.200416,-8.897446
5.322424,-7.563774
7.695193,-8.962007
4.898330,-6.506145
8.888117,-9.966547
8.071252,-9.886821
5.802687,-11.409280
9.012593,-6.941349
7.378831,-8.350984
10.475994,-9.394317
6.066462,-8.069907
8.667840,-8.706551
5.704463,-9.412042
8.871100,-7.189094
5.337557,-10.095133
6.365865,-8.299394
11.153819,-8.689956
7.936749,-9.456941
11.721564,-9.164107
7.075969,-8.026896
5.857045,-7.048077
7.831096,-9.525304
6.949879,-11.102277
7.010259,-11.673159
7.167896,-9.004584
6.960121,-9.135500
6.580623,-6.410176
10.002439,-8.515564
9.559100,-8.720972
7.389942,-9.504393
8.889792,-7.334128
5.907884,-8.021256
7.068055,-9.614105
7.805046,-11.139482
7.192682,-5.426949
8.497101,-9.964588
8.673648,-8.128300
7.362375,-9.139874
7.844624,-9.149819
7.583794,-7.151970
9.067163,-10.205919
7.141006,-5.850858
10.538408,-7.706572
10.257952,-6.448944
7.645608,-11.255666
7.751835,-10.184503
8.048153,-5.641929
8.216649,-9.438973
6.089591,-11.205653
4.984556,-5.821073
9.127528,-8.457781
7.614140,-8.339178
7.825995,-6.173048
8.428777,-11.234881
9.434588,-11.155947
7.234301,-10.340316
7.904130,-10.146932
5.776908,-9.831020
9.064309,-8.539811
8.844375,-6.220774
8.201107,-7.406069
6.389362,-8.388065
6.120325,-7.430493
9.202922,-6.812470
7.801244,-6.918042
7.625594,-9.103439
8.596674,-7.172285
11.149084,-7.167527
6.192187,-9.728395
5.891029,-8.145163
6.194064,-6.217731
7.406330,-7.298592
8.071132,-7.745493
6.288827,-8.311456
7.202540,-8.413151
8.030625,-7.239013
7.145256,-7.025816
8.337442,-5.803075
2.874698,-9.225243
9.731456,-12.043094
10.070545,-8.137913
4.780247,-7.172837
6.264731,-9.630438
10.040561,-8.841571
6.404560,-5.249282
9.237204,-8.763077
6.659368,-8.567163
10.209530,-9.734983
5.932774,-6.349398
7.420408,-8.110539
8.630909,-8.846334
4.207469,-8.579477
9.705161,-5.002551
7.666787,-8.304229
9.891790,-7.367670
8.286716,-11.229921
7.219066,-7.939094
5.572528,-8.810296
10.406363,-8.646948
5.692050,-11.091875
7.826660,-9.127808
6.540816,-7.919959
8.270799,-7.999353
8.369327,-10.104716
6.882838,-8.750465
7.762857,-6.776863
6.751303,-9.427579
10.074668,-8.023548
5.746530,-8.727681
5.989307,-9.966669
5.842198,-9.455188
10.933167,-6.745502
9.916097,-6.629807
7.641270,-7.656066
7.997821,-9.863335
6.099944,-6.910698
6.016000,-7.959833
8.821745,-7.132119
8.397489,-10.062314
8.654187,-8.468620
6.377265,-11.244354
8.520403,-10.589889
5.282599,-5.639348
6.041534,-8.891190
7.951282,-8.155895
6.314630,-9.323712
9.052072,-8.679400
7.808871,-11.505127
6.983046,-6.975105
6.749787,-9.688519
8.405947,-7.363236
8.344202,-9.110772
8.968029,-5.817769
9.598539,-10.606223
12.237834,-10.249627
6.004718,-7.804631
7.702051,-7.719198
9.811055,-6.865455
6.503374,-8.153122
9.360404,-6.681855
9.530272,-7.035048
8.905445,-9.031497
5.866325,-7.627631
7.162549,-6.394452
6.534752,-8.833007
7.201443,-6.810762
8.970759,-8.226992
8.281619,-5.839079
5.199597,-7.139168
9.463555,-6.439812
9.047342,-9.422094
7.035031,-7.267955
6.959644,-8.558736
5.585717,-10.049892
8.363579,-8.900226
6.705468,-8.542933
8.295678,-8.653097
8.102459,-8.128503
7.466338,-8.278250
6.512691,-9.013615
5.087983,-10.010867
6.063014,-8.859549
9.539076,-8.274772
8.069290,-9.674889
8.274259,-5.717559
7.712730,-9.498324
6.094779,-7.866868
6.431630,-7.191142
6.325116,-10.745399
8.563520,-10.201778
8.752793,-6.705081
6.954372,-7.948766
9.931828,-8.958469
10.241272,-8.754059
6.437027,-8.114907
8.181282,-6.559677
9.173213,-7.706938
8.827867,-7.989905
9.031750,-9.039284
6.221693,-7.948388
11.877326,-7.049703
6.793567,-6.170357
5.046860,-8.639070
8.439725,-9.271079
6.952311,-8.516222
7.029839,-9.437445
6.217260,-10.601309
6.393974,-8.413550
9.353148,-9.256318
6.026051,-5.853053
6.128705,-8.119335
6.439023,-9.339608
8.423439,-7.569487
9.750109,-7.258081
8.074640,-7.324365
6.298228,-6.445444
8.642590,-7.526535
8.741353,-10.480791
6.142694,-8.062798
8.060997,-7.398665
8.003457,-8.537992
9.730269,-7.736868
8.963582,-6.468412
9.739532,-7.784689
8.932259,-7.862217
9.452376,-4.840287
6.276250,-9.390325
10.219118,-7.982028
7.198737,-9.302412
9.249736,-7.420681
10.855212,-8.398017
9.195959,-5.780389
5.692717,-9.841310
8.250726,-9.120073
7.211367,-9.252606
7.621708,-9.617261
5.923976,-7.683457
8.030827,-6.792917
8.626515,-7.625293
8.972928,-9.633510
7.095911,-7.848928
9.245907,-7.291391
7.525625,-8.540656
8.218384,-9.995800
9.116434,-7.102786
9.237154,-6.771072
9.340422,-11.087309
8.181504,-10.406019
